rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol
9046,11400356,K08222.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.112,1,0,0,0,677.563,0.537,10.53,631,2.24,190,0.31
6748,9220614,K05643.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,570.019,0.1946,3.52,428.5,1.62,190,0.31
7741,6279823,K06681.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,485.524,71.3346,11.04,4147,6149.09,191,0.31
7153,5792202,K00841.05,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,499.473,0.793,12.248,1662,3.71,191,0.31
6644,7189825,K05366.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,574.69,0.004,4.269,276.8,1.26,191,0.31
6363,8548403,K05540.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,643.453,0.1952,9.346,585.1,2.03,192,0.32
7046,6592335,K04777.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,48.5024,30.612,1.053,740,906.03,192,0.32
6551,10879247,K05838.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,1,0,432.075,0.1559,4.763,1088,2.39,193,0.32
8324,8297319,K07591.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,328.322,0.1169,13.53,399,1.3,193,0.33
4248,9386171,K04721.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,381.187,0.4109,9.73,985,2.29,193,0.33
6311,9271739,K05648.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,575.954,0.0868,8.618,1210,2.92,194,0.33
6568,9003126,K05595.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,208.028,0.6065,10.82,255,1.04,196,0.35
6478,8747910,K05570.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,574.653,0.5663,4.37,725,2.28,196,0.35
7232,9221517,K02281.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,455.274,0.2429,2.4,366,1.54,196,0.35
30,11465813,K00771.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,670.646,0.701,53.412,18091,14.14,196,0.35
2024,10027247,K02418.01,Kepler-1229 b,CONFIRMED,CANDIDATE,0.937,0,0,0,0,86.8295,0.953,7.464,751,1.68,196,0.35
8737,11145391,K05871.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,623.234,0.0831,14.448,602.8,2.04,196,0.35
9498,9837720,K08187.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,353.04,0.431,14.102,239.6,1.04,196,0.35
6463,10802364,K05829.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,583.853,0.5925,5.09,491,1.97,196,0.35
5965,6525398,K05294.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,252.044,0.1903,5.13,1502,2.49,196,0.35
4723,10000162,K04902.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,409.386,0.0706,13.78,531.5,1.78,197,0.35
6451,8715564,K05562.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,438.01,0.8575,11.46,79.2,0.73,197,0.36
4969,2975770,K01788.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,369.069,0.929,5.832,945.9,3.07,197,0.35
9533,4557341,K08094.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.005,1,0,1,0,361.902,0.093,4.984,184.1,0.95,198,0.37
6471,7900695,K05442.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,512.116,0.5008,9.557,315.4,1.47,198,0.36
6109,3001955,K04961.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,348.963,0.6924,13.84,585.2,2.04,198,0.36
6141,3341982,K04974.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,514.142,0.1024,4.153,1491,2.98,198,0.36
6742,8439618,K05518.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,558.219,0.022,13.556,1539.4,3.1,198,0.36
6539,8946267,K05588.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,542.911,0.3766,15.9,750.1,2.27,199,0.37
6261,6287131,K05258.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,452.301,0.6613,5.918,809,2.29,199,0.37
6847,12505590,K05972.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,449.872,0.1377,6.539,1130,2.59,199,0.37
9064,10452252,K08012.01,Unknown,CANDIDATE,CANDIDATE,0.989,0,0,0,0,34.5737,0.22,2.1742,399,0.42,199,0.37
6248,3834728,K05009.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,359.987,0.3719,3.866,671,1.76,200,0.38
3634,10075409,K04019.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,360.33,0.3698,15.16,1022,2.34,200,0.38
6684,9141355,K05622.01,Kepler-1635 b,CONFIRMED,CANDIDATE,0.954,0,0,0,0,469.613,0.906,13.709,1234.7,3.24,200,0.37
2329,10917043,K02770.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,205.386,0.008,8.681,1248.7,2.11,200,0.38
6203,3555178,K04994.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,528.11,0.2535,18.01,89.8,0.77,201,0.39
3923,8678691,K04238.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,369.82,0.9179,20.232,1599,4.25,201,0.38
7733,4575824,K06428.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,1,0,0,631.632,0.4544,16.13,295.1,1.56,201,0.38
5994,6608090,K05303.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,438.815,0.108,6.75,332.8,1.36,202,0.39
5957,5446961,K05170.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,149.526,0.4364,3.033,753,1.69,202,0.39
9284,6182508,K08261.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.128,1,0,0,0,85.977,0.042,1.919,1064,1.46,202,0.4
4522,11497958,K01422.04,Kepler-296 f,CONFIRMED,CANDIDATE,0.927,0,0,0,0,63.3355,0.029,3.651,983,1.18,202,0.39
4582,5097856,K07716.01,Unknown,CANDIDATE,CANDIDATE,0.23,0,0,0,0,483.364,0.614,15.61,285.4,1.27,202,0.39
8794,3459529,K04984.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,231.365,0.6598,4.747,1488,2.45,202,0.4
4599,11853130,K03263.01,Unknown,CANDIDATE,CANDIDATE,0.968,0,0,0,0,76.8794,0.864,2.3819,21272,7.71,202,0.4
8974,10404545,K08207.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,350.341,0.01,16.97,1363.8,2.5,202,0.39
2301,5871985,K02703.01,Kepler-1318 b,CONFIRMED,CANDIDATE,1,0,0,0,0,213.259,0.037,7.768,1992.3,2.72,202,0.39
4342,7283710,K04672.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,353.402,0.4702,6.681,948,2.35,202,0.39
9199,4847801,K08251.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,371.478,0.128,12.3,264.9,1.2,203,0.4
9195,4566999,K08247.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.132,1,0,0,0,527.686,0.011,4.817,602,2,203,0.4
7454,4076061,K06384.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,566.282,0.2065,20.39,1200,2.79,203,0.4
6374,10387792,K05789.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,383.262,0.1407,4.84,448.4,1.57,203,0.4
9295,6531617,K07785.01,Unknown,CANDIDATE,CANDIDATE,0.323,0,0,0,0,433.22,0.178,2.725,725.1,2.07,203,0.4
6661,9953491,K05741.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,362.062,0.524,14.02,886.2,2.12,203,0.41
6691,9994381,K05749.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,281.953,0.6164,2.756,1039,2.31,204,0.41
8935,10253977,K08201.01,Unknown,CANDIDATE,CANDIDATE,0.216,0,0,0,0,392.602,0.713,3.21,779,2.25,204,0.41
1550,10027323,K01596.02,Kepler-309 c,CONFIRMED,CANDIDATE,0.738,0,0,0,0,105.358,0.75,3.81,1210.2,1.87,204,0.41
9415,9084832,K08176.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.008,1,0,0,0,568.083,0.4,13.608,508.3,2.14,205,0.42
8890,7499571,K06883.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,533.659,0.1083,12.81,533.5,1.92,205,0.42
9496,9771576,K08185.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.001,1,0,0,0,398.717,1.219,21.6,893.9,21.25,205,0.42
6395,8613769,K05550.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,540.393,0.3683,9.233,1780,3.63,206,0.42
6390,8570210,K05545.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,541.045,0.2387,12.47,181.5,1.08,206,0.43
6233,5166811,K05130.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,370.059,0.0166,11.86,669.8,1.9,206,0.43
633,2162635,K01032.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,1500.14,0.9131,25.727,4129.9,18.35,206,0.42
9539,10205598,K08198.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.008,1,0,0,0,373.894,0.963,27.66,730,2.51,206,0.42
6763,7539277,K05398.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,551.224,0.2134,5.896,570.7,2.1,206,0.42
6643,7186436,K05365.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,585.641,0.5274,13.97,565.2,2.2,207,0.43
4882,8668810,K03538.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,313.093,0.395,14.3447,445610,47.52,207,0.44
9374,8329346,K08275.01,Unknown,CANDIDATE,CANDIDATE,0.229,0,0,0,0,389.876,0.576,3.336,2134,3.76,207,0.44
6241,9002278,K00701.04,Kepler-62 f,CONFIRMED,FALSE POSITIVE,0,1,0,0,0,267.283,0.378,7.788,471.9,1.43,207,0.44
9391,12554485,K08238.01,Unknown,CANDIDATE,CANDIDATE,0.444,0,0,0,0,495.662,0.949,4.428,675.7,2.73,207,0.43
9180,9084569,K07923.01,Unknown,CANDIDATE,CANDIDATE,0.75,0,0,0,0,395.131,0.45,21.291,126.4,0.97,208,0.44
9216,11294822,K08047.01,Unknown,CANDIDATE,CANDIDATE,0.513,0,0,0,0,302.35,0.468,4.978,622.3,1.98,208,0.44
9183,10844823,K08033.01,Unknown,CANDIDATE,CANDIDATE,0.323,0,0,0,0,362.132,0.397,5.59,849,2.23,208,0.45
6456,9517242,K05687.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,513.144,0.5818,14.13,223.8,1.3,208,0.45
7274,9838804,K03028.02,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,458.168,0.1573,6.97,683,2.11,208,0.45
6861,12734110,K05978.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,364.181,0.0594,6.65,469.5,1.78,209,0.45
9541,3645438,K04385.02,Kepler-1600 b,CONFIRMED,CANDIDATE,0.911,0,0,0,0,386.371,0.01,11.007,1336.4,2.96,209,0.45
6362,8547537,K05539.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,374.057,0.1026,22.53,961.1,2.34,209,0.45
6319,10191449,K05775.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,492.238,0.0198,12.53,676.8,2.19,209,0.45
8610,3123418,K07542.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,563.949,0.0504,15.631,872.9,2.55,209,0.45
6881,11198419,K05879.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,88.5235,0.9117,7.22,828,1.6,209,0.45
6764,7550875,K05399.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,466.908,0.0868,2.64,660,2.19,210,0.46
9349,6521526,K08124.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.012,1,0,0,0,103.04,0.039,14.197,1370,2.05,210,0.46
6392,8574794,K05547.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,571.143,0.5041,10.06,531.3,2.22,210,0.46
6423,8656535,K05556.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,631.991,0.2397,2.99,345.6,1.86,210,0.46
6697,10007916,K05755.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,388.672,0.0576,11.701,371.3,1.49,210,0.46
7182,6946708,K06151.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,431.786,0.196,9.135,332.6,1.36,211,0.47
4131,7820699,K04555.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,364.087,0.1702,14.09,372,1.39,211,0.47
3984,3650049,K04249.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,397.737,0.883,11.76,1131.5,3.05,211,0.47
5421,9351316,K02078.02,Kepler-1086 c,CONFIRMED,CANDIDATE,1,0,0,0,0,161.516,0.001,6.548,2215.3,2.88,211,0.47
5268,5015459,K03923.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,158.323,1.323,2.1881,4863,25.41,211,0.47
6181,3540873,K04986.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,444.043,0.062,10.9,417.4,1.48,211,0.47
5835,6444896,K03138.01,Kepler-1649 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.68911,0.049,1.1627,1679,0.49,211,0.47
9193,7762886,K08144.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.071,1,0,0,0,315.811,0.094,23.66,541.6,1.82,212,0.47
9404,9710626,K07959.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,371.215,1.254,19.4,1780,28.21,212,0.47
6896,11414368,K05896.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,434.282,0.3094,8.14,663.1,1.94,212,0.48
6497,10663976,K05819.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,381.375,0.3515,16.57,286.5,1.24,212,0.48
3273,8017703,K00518.03,Kepler-174 d,CONFIRMED,CANDIDATE,0.996,0,0,0,0,247.355,0.044,8.677,1291.8,2.29,212,0.48
7485,8442795,K07040.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,502.206,0.9802,9.39,447.9,2.18,212,0.48
6405,10487228,K05798.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,318.259,0.0281,4.39,756,2.03,212,0.48
6650,8241736,K05492.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,368.498,0.1772,14.903,581.9,1.86,214,0.5
2979,10748393,K01289.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.001,1,0,0,0,386.398,0.287,8.519,748,2.2,214,0.49
1214,9512981,K01466.01,Unknown,CANDIDATE,CANDIDATE,0.998,0,0,0,0,281.563,0,8.853,21012,10.83,214,0.49
8100,6590726,K06734.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,498.273,0.0481,8.92,534,2.12,214,0.5
3618,3248696,K07651.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,383.436,0.025,11.059,1228,2.53,214,0.5
6591,8106139,K05477.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,551.498,0.9478,40.92,1874.4,4.89,215,0.51
6545,9776907,K05712.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,287.756,0.2794,5.487,1987,3.4,215,0.5
2910,6665223,K01232.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,419.975,0.68,12.1687,275.1,1.53,215,0.51
2518,7826659,K02686.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,211.033,0.808,7.119,1953.4,3.43,215,0.5
4526,9145415,K04786.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,365.789,0.1564,12.76,885,2.21,215,0.5
8847,4950341,K06482.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,611.093,0.2171,15.22,270,1.53,215,0.51
6724,10074700,K05760.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,1,0,0,365.621,0.4173,32.263,27188,12.75,215,0.5
6735,7456380,K05391.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,368.727,0.3411,5.06,426.6,1.55,215,0.51
8990,9278575,K07932.01,Unknown,CANDIDATE,CANDIDATE,0.23,0,0,0,0,502.256,0.05,14.84,153.2,1.03,215,0.51
6893,11393633,K05893.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,405.63,0.4652,11.26,304.3,1.4,216,0.52
6709,8351919,K05505.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,323.772,0.083,17.57,353.7,1.44,216,0.52
6680,8288404,K05498.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,519.802,0.894,14.9678,77183,40.88,216,0.51
6927,8613338,K06184.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,527.291,0.2371,14.305,200.8,1.3,216,0.51
2951,9214713,K00422.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,809.014,0.717,8.3017,16311,14.38,216,0.51
9408,11966668,K08071.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,313.199,0.36,8.603,721,1.95,216,0.51
6184,3545749,K04989.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,1,0,277.775,0.6035,7.07,1078,2.48,216,0.52
9038,5955197,K08111.01,Unknown,CANDIDATE,CANDIDATE,0.223,0,0,0,0,359.338,0.176,18.566,977.9,2.33,216,0.52
6163,3441795,K04981.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,349.737,0.0074,3.428,886,2.32,216,0.52
3604,10141938,K04079.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,360.765,1.7475,21.22,383.7,60.3,216,0.52
5541,10812504,K02570.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,79.9201,0.623,4.482,1326.8,1.81,217,0.53
8262,9655792,K07605.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,589.749,0.3597,12.74,462.4,2.03,217,0.53
6873,11129145,K05870.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,132.114,0.2502,2.514,216.8,0.75,217,0.52
6482,9579072,K05693.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,612.882,0.284,2.024,631,2.42,217,0.53
9070,6119605,K08118.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.133,1,0,0,0,260.023,0.842,12.009,2060.7,3.13,217,0.53
9260,4645492,K08095.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.3,1,0,0,0,508.041,0.476,5.398,371.7,1.89,217,0.53
8173,9150870,K07136.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,441.174,0.3151,14.82,702,2.27,217,0.52
8891,7674050,K05412.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,472.227,0.876,4.8732,156140,48.18,217,0.52
4548,3832474,K00806.05,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,412.042,0.1068,5.572,1959,3.77,217,0.52
6255,5184144,K05135.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,314.765,0.158,3.325,732,2,217,0.53
8594,9674320,K07223.01,Unknown,CANDIDATE,CANDIDATE,0.947,0,0,0,0,317.062,0.673,7.438,442.9,1.59,218,0.54
5997,2019199,K04931.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,579.815,0.8425,5.43,607,2.71,218,0.53
6443,7830953,K05434.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,581.874,0.1603,14.64,905.6,2.96,218,0.53
9304,8815031,K08171.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,472.604,0.476,12.15,672,2.28,218,0.54
9191,7686191,K08141.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,380.039,0.555,18.5,788.8,2.36,219,0.55
9361,9650579,K07953.01,Unknown,CANDIDATE,CANDIDATE,0.335,0,0,0,0,432.969,0.4,20.76,257.9,1.43,219,0.55
6823,12102775,K05953.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,370.848,0.8847,13.966,1440,4.03,219,0.54
6120,4819158,K05091.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,328.848,0.5355,5.45,901,2.23,219,0.54
6795,11616434,K05924.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,291.307,0.3377,2.91,1132,2.49,219,0.54
6776,11465869,K05904.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,0,0,0,322.545,0.0183,11.236,88,0.68,219,0.55
4586,10139390,K04798.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,358.565,0.4108,11.64,170.2,0.99,219,0.55
9160,8311864,K07016.01,Kepler-452 b,CONFIRMED,CANDIDATE,0.771,0,0,0,0,384.848,0.059,9.969,189.9,1.09,220,0.56
4788,7117003,K03514.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,428.322,0.531,40.5992,317000,49.76,220,0.56
8291,4384652,K07549.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,1,0,1,374.516,0.0139,6.088,907420,73.1,220,0.55
3896,8611344,K04432.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,410.994,0.3421,12.01,550,2.09,220,0.55
5673,6137681,K03932.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,356.536,1.281,5.467,3113,28.27,220,0.55
7297,5005618,K03186.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,1,0,0,681.936,0.828,7.94066,186530,61.52,220,0.56
6426,9463329,K05679.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,615.819,0.1794,14.93,168,1.24,221,0.56
6730,7383840,K05385.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,1,0,331.709,78.4871,7.44,3463,6815.75,221,0.56
3331,9024857,K07124.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.005,1,0,0,0,379.12,0.483,7.22,1107.7,2.74,221,0.57
9039,5955427,K08112.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,213.202,0.214,15.396,696.9,1.91,221,0.56
7951,6307521,K01126.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,1,475.917,1.222,22.86,967.3,28.22,221,0.56
8910,8106973,K07588.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,1,0,0,439.108,0.7777,26.2259,69792,24.7,221,0.57
4101,3832474,K00806.04,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,381.851,0.4148,4.772,1702,3.59,222,0.58
4925,6756202,K03547.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,290.778,0.761,12.0525,225770,45.27,222,0.58
6851,11021676,K05853.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,366.683,0.782,3.854,1075,3.15,222,0.58
7749,7090801,K06817.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,548.084,0.1531,17.66,560,2.35,222,0.58
6818,12007270,K05948.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,398.513,0.5091,5.41,249.2,1.23,222,0.58
6629,9087853,K05612.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,353.659,0.247,4.543,1018,2.58,223,0.58
6564,8044083,K05470.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,578.218,0.3937,4.18,637,2.44,223,0.59
6800,11716643,K05929.01,Unknown,CANDIDATE,CANDIDATE,0.939,0,0,0,0,466.003,0.867,10.278,2363.6,4.92,223,0.58
6588,8094942,K05473.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,549.428,0.4315,6.09,719.1,2.64,223,0.58
7320,8308682,K03507.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,338.201,0.2434,15.23,678.2,2.08,223,0.59
9107,6685403,K08126.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.001,1,0,0,0,429.601,0.025,18.11,1001.4,2.74,223,0.58
2676,12356617,K00375.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,988.881,0.1667,5.9504,5060,10.81,223,0.58
3026,10937029,K00433.02,Kepler-553 c,CONFIRMED,CANDIDATE,0.992,0,0,0,0,328.24,0.75,12.2726,13889,10.99,224,0.59
9436,10010452,K08287.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.266,1,0,0,0,358.743,0.151,19.76,760.5,2.25,224,0.6
6070,5781991,K05199.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,501.517,0.0768,3.809,487,1.99,224,0.59
6275,3852865,K05017.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,0,0,0,492.253,0.226,5.077,372.7,1.8,224,0.59
6197,6115356,K05237.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,380.395,0.1094,10.775,603,1.84,224,0.6
9332,8108450,K08273.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.104,1,0,0,0,386.787,0.479,15.51,743.7,2.34,224,0.6
5908,6372194,K05278.01,Unknown,CANDIDATE,CANDIDATE,0.996,0,0,0,0,281.592,0.641,5.673,9312,7.22,225,0.61
6731,7386200,K05386.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,575.42,0.1538,17.22,401.7,1.91,225,0.61
7004,4139254,K06108.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,485.923,0.4516,3.756,122.9,1.07,225,0.61
7720,11671646,K07470.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,392.501,0.1835,9.88,391.2,1.9,225,0.6
8976,10425070,K08208.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,395.238,0.629,18.494,1298,3.17,225,0.61
