rowid,kepoi_name,koi_period,koi_prad,koi_teq
4299,K04592.01,0.705442,3.556e-06,-3.556e-06
1018,K01492.01,0.705448,5.67e-07,-5.67e-07
8613,K04540.01,0.705455,4.078e-06,-4.078e-06
8647,K07548.01,0.705816,6.257e-06,-6.257e-06
7298,K03187.01,0.705891,3.804e-06,-3.804e-06
7393,K04881.02,0.706424,2.063e-06,-2.063e-06
7866,K06961.01,0.706429,3.3e-08,-3.3e-08
7987,K06982.01,0.70643,4.925e-06,-4.925e-06
3698,K04106.01,0.708563,1.367e-06,-1.367e-06
1270,K00191.03,0.708621,1.357e-06,-1.357e-06
4453,K04841.01,0.708727,2.175e-06,-2.175e-06
5523,K03977.01,0.708805,4.19e-07,-4.19e-07
8299,K07559.01,0.708965,8.703e-06,-8.703e-06
7266,K06174.01,0.709142,3.76e-07,-3.76e-07
7579,K07884.01,0.70965,3.545e-05,-3.545e-05
8275,K04422.02,0.710592,6.568e-06,-6.568e-06
5873,K03016.01,0.710894,1.822e-06,-1.822e-06
764,K01321.01,0.711967,1.12e-07,-1.12e-07
8219,K06747.01,0.715382,3.5205e-05,-3.5205e-05
4839,K07781.01,0.715802,2.73e-07,-2.73e-07
3815,K04214.01,0.715826,3.435e-06,-3.435e-06
5846,K02925.01,0.716532,1.284e-06,-1.284e-06
4394,K03162.01,0.71671,1.112e-06,-1.112e-06
5354,K03871.01,0.71671,4.48e-07,-4.48e-07
6619,K05481.01,0.718644,9e-08,-9e-08
7772,K07474.01,0.719573,3.5205e-05,-3.5205e-05
9212,K08061.01,0.719741,0.0005031,-0.0005031
3926,K04308.01,0.720461,3.44e-07,-3.44e-07
8881,K06534.01,0.720589,3.5205e-05,-3.5205e-05
5292,K07790.01,0.721335,3.43e-06,-3.43e-06
8117,K07259.01,0.721523,4.3e-08,-4.3e-08
8740,K06758.01,0.721624,1.05e-07,-1.05e-07
3707,K04042.01,0.723597,2.471e-05,-2.471e-05
5740,K03945.01,0.723948,2.813e-06,-2.813e-06
2231,K02542.01,0.727332,1.291e-06,-1.291e-06
4694,K04753.01,0.729724,6.061e-06,-6.061e-06
641,K01100.01,0.730939,2.264e-06,-2.264e-06
2295,K02917.01,0.730943,4.183e-06,-4.183e-06
338,K01107.01,0.730946,2.497e-06,-2.497e-06
5614,K03992.01,0.730947,3.047e-06,-3.047e-06
5618,K03996.01,0.730947,1.924e-06,-1.924e-06
3683,K04031.01,0.730949,5.253e-06,-5.253e-06
3739,K04055.01,0.730955,1.078e-05,-1.078e-05
7836,K06309.01,0.730957,6.452e-06,-6.452e-06
6951,K06100.01,0.730964,3.544e-06,-3.544e-06
7568,K06519.01,0.732407,6.829e-05,-6.829e-05
8098,K06732.01,0.733725,3.581e-06,-3.581e-06
8772,K06790.01,0.733726,6.056e-06,-6.056e-06
8809,K07487.01,0.734426,1.4e-07,-1.4e-07
7832,K07488.01,0.734426,5.41e-06,-5.41e-06
330,K01046.01,0.734525,3.5205e-05,-3.5205e-05
9004,K08004.01,0.734549,5.682e-06,-5.682e-06
4305,K04664.01,0.734574,4.772e-06,-4.772e-06
3666,K04026.01,0.735146,1.341e-06,-1.341e-06
5364,K03644.02,0.735538,3.5205e-05,-3.5205e-05
5497,K03969.01,0.736194,1.282e-06,-1.282e-06
7341,K06350.01,0.738527,2.58e-07,-2.58e-07
4416,K04905.01,0.739405,2.567e-06,-2.567e-06
8949,K07633.01,0.739753,1.491e-06,-1.491e-06
3921,K04236.01,0.739761,3.791e-06,-3.791e-06
7651,K07065.01,0.73977,6.1e-08,-6.1e-08
2456,K02880.01,0.740926,1.837e-06,-1.837e-06
449,K01187.01,0.741057,1.16e-07,-1.16e-07
4412,K04546.01,0.741768,1.185e-06,-1.185e-06
589,K00952.05,0.742958,2.3e-07,-2.3e-07
4508,K04783.01,0.743496,2.246e-06,-2.246e-06
6523,K05823.01,0.745087,2.3e-06,-2.3e-06
8927,K07388.01,0.750737,4.807e-06,-4.807e-06
4010,K04326.01,0.750744,9.95e-07,-9.95e-07
7679,K06417.01,0.751409,2.08e-07,-2.08e-07
5258,K03775.01,0.752158,2.31e-07,-2.31e-07
942,K01350.01,0.75216,1.88e-07,-1.88e-07
2193,K02607.01,0.754458,7.81e-07,-7.81e-07
4341,K04671.01,0.754991,5.881e-05,-5.881e-05
8352,K07010.01,0.755049,6.8e-08,-6.8e-08
8932,K06989.01,0.755099,1.56e-07,-1.56e-07
9051,K06591.01,0.755101,6.114e-06,-6.114e-06
3725,K04119.01,0.755102,4.313e-06,-4.313e-06
2520,K02741.01,0.755103,3.351e-06,-3.351e-06
4993,K07731.01,0.755106,4.6e-08,-4.6e-08
5608,K02591.01,0.755109,2.549e-06,-2.549e-06
8029,K06590.01,0.755109,7.604e-06,-7.604e-06
2353,K02854.01,0.755111,1.235e-06,-1.235e-06
7734,K06543.01,0.756512,7.5e-08,-7.5e-08
9376,K08277.01,0.757261,3.768e-06,-3.768e-06
5636,K03998.01,0.758354,1.01e-07,-1.01e-07
7478,K06909.01,0.758356,5.54e-07,-5.54e-07
2178,K02382.01,0.759707,1.731e-06,-1.731e-06
4905,K07727.01,0.75974,8.519e-06,-8.519e-06
8915,K06593.01,0.759755,7.798e-06,-7.798e-06
2124,K02518.01,0.759762,1.668e-06,-1.668e-06
3570,K04064.01,0.759763,3.584e-06,-3.584e-06
7969,K06578.01,0.759764,6.5e-08,-6.5e-08
5505,K01679.01,0.759766,1.62e-06,-1.62e-06
5014,K07732.01,0.759768,7.71e-06,-7.71e-06
8133,K07533.01,0.760935,4.5e-08,-4.5e-08
3990,K04321.01,0.760941,4.138e-06,-4.138e-06
7347,K03156.01,0.76112,3.672e-06,-3.672e-06
1954,K02248.03,0.761962,2.216e-06,-2.216e-06
8750,K02039.02,0.762132,3.799e-06,-3.799e-06
6500,K05449.01,0.762724,1.11e-07,-1.11e-07
8548,K04366.01,0.76295,3.293e-06,-3.293e-06
662,K01360.03,0.764018,3.767e-06,-3.767e-06
2527,K02825.01,0.764174,2.979e-06,-2.979e-06
7505,K06258.01,0.764598,3.699e-06,-3.699e-06
5872,K03009.01,0.764864,3.289e-06,-3.289e-06
8661,K05061.01,0.766298,1.32e-07,-1.32e-07
7742,K06682.01,0.766473,1.02e-07,-1.02e-07
7234,K02393.02,0.766692,1.273e-06,-1.273e-06
8720,K07045.01,0.767577,1.15e-07,-1.15e-07
5870,K03001.01,0.768935,6.06e-07,-6.06e-07
5878,K03062.01,0.769127,2.344e-06,-2.344e-06
9343,K07819.01,0.769359,2.907e-06,-2.907e-06
957,K01229.01,0.769738,3.5205e-05,-3.5205e-05
1755,K02281.01,0.769855,1.243e-06,-1.243e-06
9181,K07924.01,0.770659,5.293e-06,-5.293e-06
4486,K04778.01,0.772152,3.071e-06,-3.071e-06
7479,K06910.01,0.772586,3.5205e-05,-3.5205e-05
7590,K07051.01,0.772804,5.181e-06,-5.181e-06
8175,K07139.01,0.773144,3.1e-08,-3.1e-08
8226,K06882.01,0.77353,2.751e-05,-2.751e-05
5844,K02909.01,0.773593,2.718e-06,-2.718e-06
8225,K06881.01,0.773595,2.497e-06,-2.497e-06
4971,K07730.01,0.774599,3.5205e-05,-3.5205e-05
5194,K03760.01,0.775445,2.74e-07,-2.74e-07
9023,K07656.01,0.77695,2.028e-06,-2.028e-06
7917,K06710.01,0.776976,3.1e-08,-3.1e-08
9134,K02788.01,0.777664,1.541e-06,-1.541e-06
8329,K07597.01,0.778706,3.348e-06,-3.348e-06
4635,K04812.01,0.779579,1.053e-05,-1.053e-05
7247,K06169.01,0.77961,6.132e-06,-6.132e-06
6563,K05469.01,0.779616,6.988e-06,-6.988e-06
8170,K07006.01,0.779963,1.012e-05,-1.012e-05
5617,K03995.01,0.780632,2.68e-07,-2.68e-07
716,K01250.01,0.782046,1.66e-07,-1.66e-07
5169,K03753.01,0.782047,1.56e-07,-1.56e-07
5924,K05157.01,0.782068,3.5205e-05,-3.5205e-05
3722,K04116.01,0.783258,3.473e-06,-3.473e-06
671,K01239.01,0.783276,1.269e-06,-1.269e-06
8996,K01662.01,0.784032,1e-06,-1e-06
8409,K07916.01,0.784295,5.1e-08,-5.1e-08
7988,K07112.01,0.784301,3.937e-05,-3.937e-05
1043,K01562.01,0.784513,1.614e-06,-1.614e-06
2404,K02718.01,0.784513,1.342e-06,-1.342e-06
3839,K04220.01,0.785473,8.84e-07,-8.84e-07
3602,K04077.01,0.786261,4.45e-07,-4.45e-07
9186,K08036.01,0.786484,1.639e-06,-1.639e-06
3821,K04286.01,0.78712,1.791e-06,-1.791e-06
8209,K06493.01,0.787122,1.329e-06,-1.329e-06
5566,K02742.01,0.789161,1.302e-06,-1.302e-06
4812,K07768.01,0.789171,7.857e-06,-7.857e-06
7466,K06639.01,0.790046,4.936e-06,-4.936e-06
9206,K07754.01,0.79005,8.345e-06,-8.345e-06
2020,K02644.01,0.79054,1.233e-06,-1.233e-06
5999,K04934.01,0.790607,6.03e-07,-6.03e-07
4368,K04468.01,0.791771,7.31e-07,-7.31e-07
8784,K06403.01,0.792023,2.224e-06,-2.224e-06
3583,K04070.01,0.793663,1.39e-06,-1.39e-06
5134,K03899.01,0.79672,2.99e-07,-2.99e-07
886,K01213.01,0.796723,1.889e-06,-1.889e-06
8083,K06472.01,0.796815,3.5205e-05,-3.5205e-05
7432,K07891.01,0.79709,1.102e-05,-1.102e-05
5244,K03851.01,0.798197,2.39e-07,-2.39e-07
1120,K01513.01,0.7982,2.75e-07,-2.75e-07
5107,K07788.01,0.798468,2.247e-06,-2.247e-06
8972,K08103.01,0.799868,5.97e-07,-5.97e-07
8171,K07007.01,0.800263,2.206e-06,-2.206e-06
2660,K03021.01,0.803836,4.017e-06,-4.017e-06
3244,K06048.02,0.804895,3.5205e-05,-3.5205e-05
1603,K01812.01,0.805259,1.2e-07,-1.2e-07
5692,K02211.01,0.80526,7.04e-07,-7.04e-07
9249,K07771.01,0.805268,4.453e-06,-4.453e-06
9451,K08078.01,0.805942,8.19e-07,-8.19e-07
8018,K06335.01,0.806277,4.947e-06,-4.947e-06
9279,K08153.01,0.808106,8.72e-07,-8.72e-07
7418,K06896.01,0.811391,2.423e-06,-2.423e-06
5886,K03100.01,0.812588,2.006e-06,-2.006e-06
6610,K05353.01,0.812592,1.385e-06,-1.385e-06
8954,K07922.01,0.812679,4.141e-06,-4.141e-06
1768,K02202.01,0.813166,1.399e-06,-1.399e-06
7629,K06532.01,0.813999,2.282e-06,-2.282e-06
4471,K04845.01,0.814279,5.17e-06,-5.17e-06
2347,K02771.01,0.814281,6.428e-06,-6.428e-06
7942,K07369.01,0.817023,4.69e-07,-4.69e-07
414,K00989.02,0.817026,4.35e-07,-4.35e-07
4697,K04824.01,0.821472,9.899e-06,-9.899e-06
8595,K07231.01,0.822068,1.98e-07,-1.98e-07
7729,K06421.01,0.822315,3.5205e-05,-3.5205e-05
7340,K06344.01,0.823015,6.67e-07,-6.67e-07
4485,K04777.01,0.824,2.811e-06,-2.811e-06
4336,K04598.01,0.82418,1.782e-06,-1.782e-06
7389,K04598.02,0.824181,1.492e-06,-1.492e-06
7874,K07101.01,0.824843,3.622e-05,-3.622e-05
8338,K07100.01,0.824852,8e-08,-8e-08
2033,K02571.01,0.826284,1.441e-06,-1.441e-06
2251,K02548.01,0.827151,3.957e-06,-3.957e-06
3667,K04027.01,0.827352,2.565e-06,-2.565e-06
2946,K00090.01,0.828206,8.8e-07,-8.8e-07
8236,K07147.01,0.828207,1.17e-07,-1.17e-07
5400,K03882.01,0.828326,1.52e-07,-1.52e-07
7578,K06660.01,0.828839,3.5205e-05,-3.5205e-05
6957,K06192.01,0.829019,2.367e-06,-2.367e-06
5225,K03926.01,0.831741,5.76e-07,-5.76e-07
747,K01371.01,0.83398,1.072e-06,-1.072e-06
3428,K04453.02,0.834423,1.149e-05,-1.149e-05
7984,K06977.01,0.835315,6.7e-08,-6.7e-08
6740,K05516.01,0.8362,4.915e-06,-4.915e-06
3051,K00072.01,0.837491,3.03e-07,-3.03e-07
4784,K01731.02,0.837898,5.356e-06,-5.356e-06
1803,K00225.01,0.838597,1.45e-07,-1.45e-07
8234,K07144.01,0.839907,4.905e-06,-4.905e-06
1116,K01510.01,0.839961,1.37e-06,-1.37e-06
9261,K01499.02,0.840594,4.456e-06,-4.456e-06
5399,K03881.01,0.841122,5.54e-07,-5.54e-07
3620,K04158.01,0.842336,7.173e-06,-7.173e-06
2574,K02694.01,0.84338,8.53e-07,-8.53e-07
7530,K06911.01,0.8434,2.887e-06,-2.887e-06
8704,K06716.01,0.843651,4.3e-08,-4.3e-08
424,K01122.01,0.844786,3.47e-07,-3.47e-07
8034,K06723.01,0.845098,5.517e-06,-5.517e-06
7381,K07288.01,0.846291,4.3e-08,-4.3e-08
3800,K04282.01,0.847589,3.334e-06,-3.334e-06
425,K01123.01,0.848484,2.24e-07,-2.24e-07
5549,K03981.01,0.849278,5.291e-06,-5.291e-06
8614,K04545.01,0.849362,4.803e-06,-4.803e-06
7663,K07331.01,0.849861,1.855e-05,-1.855e-05
4066,K04268.01,0.849907,3.906e-06,-3.906e-06
9022,K07650.01,0.851679,8.383e-06,-8.383e-06
7414,K06766.01,0.854509,1.747e-05,-1.747e-05
6862,K05980.01,0.855295,8.7e-08,-8.7e-08
7437,K07298.01,0.855747,3.5205e-05,-3.5205e-05
9291,K07225.01,0.855763,1.53e-07,-1.53e-07
9065,K08013.01,0.855816,3.5205e-05,-3.5205e-05
3752,K04061.01,0.855922,2.657e-06,-2.657e-06
481,K01000.01,0.856895,1.493e-06,-1.493e-06
7952,K01347.02,0.858286,9.717e-06,-9.717e-06
2625,K03089.01,0.858547,2.582e-06,-2.582e-06
5712,K02235.01,0.861643,1.54e-06,-1.54e-06
9359,K07951.01,0.862329,4.107e-06,-4.107e-06
6468,K05439.01,0.864651,6.728e-06,-6.728e-06
5833,K03134.01,0.865759,2.341e-06,-2.341e-06
5215,K03765.01,0.865959,1.53e-07,-1.53e-07
8785,K06418.01,0.866345,1.601e-06,-1.601e-06
3788,K04414.01,0.866346,5.673e-06,-5.673e-06
5397,K03879.01,0.867719,9.78e-07,-9.78e-07
5108,K03819.01,0.867721,3.57e-07,-3.57e-07
2412,K02797.01,0.868122,2.723e-06,-2.723e-06
2325,K02708.01,0.868386,1.544e-06,-1.544e-06
5725,K04018.01,0.868723,2.341e-06,-2.341e-06
1154,K01762.01,0.870694,8.31e-07,-8.31e-07
7675,K06412.01,0.87236,8.5e-08,-8.5e-08
2280,K02405.01,0.872952,1.019e-06,-1.019e-06
2591,K02912.01,0.873227,1.897e-06,-1.897e-06
7532,K06913.01,0.874236,8.676e-06,-8.676e-06
2223,K02464.01,0.87463,3.763e-06,-3.763e-06
7892,K00126.02,0.875197,3.5205e-05,-3.5205e-05
8728,K03714.01,0.875268,1.247e-06,-1.247e-06
8252,K04417.02,0.876305,1.729e-06,-1.729e-06
5188,K03684.01,0.876826,7.3e-08,-7.3e-08
7010,K06203.01,0.876832,3.5205e-05,-3.5205e-05
4441,K04912.01,0.87685,7.718e-06,-7.718e-06
8479,K07384.01,0.876941,5.647e-06,-5.647e-06
8023,K06467.01,0.878803,1.29e-07,-1.29e-07
2348,K02773.01,0.878856,1.636e-06,-1.636e-06
8308,K07569.01,0.879852,3.5205e-05,-3.5205e-05
2476,K02886.01,0.881843,3.021e-06,-3.021e-06
5519,K03973.01,0.882132,3.5205e-05,-3.5205e-05
1044,K01610.01,0.883778,2.166e-06,-2.166e-06
7534,K06916.01,0.885122,1.603e-05,-1.603e-05
5798,K03958.01,0.885124,3.228e-06,-3.228e-06
3789,K04415.01,0.88513,6.061e-06,-6.061e-06
3593,K04075.01,0.885131,5.633e-06,-5.633e-06
733,K01252.01,0.885747,6.37e-07,-6.37e-07
7685,K06542.01,0.886744,3.5205e-05,-3.5205e-05
9298,K07800.01,0.887691,3.447e-06,-3.447e-06
6251,K05013.01,0.888045,3.153e-06,-3.153e-06
4047,K04264.01,0.888478,2.836e-06,-2.836e-06
5214,K03763.01,0.888584,1.81e-07,-1.81e-07
334,K01104.01,0.890111,2.212e-06,-2.212e-06
8527,K06463.01,0.890333,1.122e-05,-1.122e-05
750,K01374.01,0.890737,1.376e-06,-1.376e-06
5328,K03790.01,0.890745,4.47e-07,-4.47e-07
8813,K06337.01,0.892062,1.45e-07,-1.45e-07
8290,K07547.01,0.892989,2.016e-06,-2.016e-06
306,K00936.02,0.893041,4.61e-07,-4.61e-07
4369,K04469.01,0.894173,2.066e-06,-2.066e-06
3644,K04151.01,0.894863,8.019e-06,-8.019e-06
9483,K03607.01,0.895276,9.4e-08,-9.4e-08
864,K00016.01,0.895278,5.07e-07,-5.07e-07
8374,K06351.01,0.896271,3.71e-07,-3.71e-07
4379,K04610.01,0.896283,3.57e-06,-3.57e-06
2847,K03065.01,0.896382,3.904e-06,-3.904e-06
7857,K06701.01,0.898793,1.288e-05,-1.288e-05
7480,K07034.01,0.898838,1.99e-07,-1.99e-07
7842,K06443.01,0.898933,6.138e-06,-6.138e-06
3499,K00717.02,0.900376,3.339e-06,-3.339e-06
5575,K07840.01,0.902223,3.5205e-05,-3.5205e-05
7585,K06918.01,0.902404,2.31e-07,-2.31e-07
5841,K02881.01,0.903583,2.96e-07,-2.96e-07
4551,K04862.01,0.903763,2.19e-06,-2.19e-06
2544,K02749.01,0.905037,2.068e-06,-2.068e-06
8626,K06637.01,0.905673,3.91e-06,-3.91e-06
4895,K07753.01,0.905676,9.007e-06,-9.007e-06
8781,K06139.01,0.905678,5.39e-07,-5.39e-07
7465,K06636.01,0.905678,4.696e-06,-4.696e-06
5742,K03947.01,0.905679,1.021e-06,-1.021e-06
8278,K05270.02,0.907818,5.991e-06,-5.991e-06
3627,K04088.01,0.907944,1.014e-06,-1.014e-06
4024,K04259.01,0.909128,4.052e-06,-4.052e-06
5744,K03948.01,0.909311,2.13e-07,-2.13e-07
4114,K04553.01,0.909315,3.509e-06,-3.509e-06
2597,K02700.01,0.910021,2.287e-06,-2.287e-06
7627,K06530.01,0.910578,3.5205e-05,-3.5205e-05
4596,K04875.01,0.912179,5.638e-06,-5.638e-06
8014,K02449.02,0.912351,5.861e-06,-5.861e-06
4332,K07683.01,0.913245,2.668e-06,-2.668e-06
3623,K04085.01,0.914469,4.07e-07,-4.07e-07
6231,K05128.01,0.915783,8.886e-06,-8.886e-06
2430,K02798.01,0.916142,1.809e-06,-1.809e-06
5131,K03824.01,0.916327,3.81e-07,-3.81e-07
1284,K01546.01,0.917569,5.1e-07,-5.1e-07
8111,K07128.01,0.918399,1.423e-05,-1.423e-05
4538,K03249.01,0.918421,3.442e-06,-3.442e-06
4267,K04731.01,0.918422,1.241e-05,-1.241e-05
8719,K06366.01,0.918493,1.129e-05,-1.129e-05
3720,K07671.01,0.91851,5.239e-06,-5.239e-06
3949,K04311.01,0.918921,1.789e-06,-1.789e-06
8161,K06744.01,0.920987,3.5205e-05,-3.5205e-05
1252,K01688.01,0.92103,2.992e-06,-2.992e-06
8146,K06481.01,0.922031,3.57e-07,-3.57e-07
4338,K04600.01,0.922256,1.924e-05,-1.924e-05
3612,K04082.01,0.924821,3.53e-06,-3.53e-06
1991,K00031.01,0.92559,3.653e-06,-3.653e-06
3629,K04164.01,0.925659,4.395e-06,-4.395e-06
8425,K07361.01,0.92624,1.172e-05,-1.172e-05
668,K01428.01,0.92786,5.53e-07,-5.53e-07
430,K01202.01,0.92831,2.161e-06,-2.161e-06
2403,K02717.01,0.929906,7.77e-07,-7.77e-07
4432,K04835.01,0.931985,1.23e-06,-1.23e-06
4713,K04757.01,0.933157,5.568e-06,-5.568e-06
5105,K03817.01,0.933489,2.51e-07,-2.51e-07
8268,K07613.01,0.933697,1.682e-05,-1.682e-05
7715,K07338.01,0.93371,1.278e-05,-1.278e-05
9461,K08289.01,0.933712,1.862e-05,-1.862e-05
7548,K07312.01,0.933713,2.76e-05,-2.76e-05
9069,K08018.01,0.933716,1.656e-05,-1.656e-05
9103,K08022.01,0.93372,1.262e-05,-1.262e-05
9171,K08025.01,0.933723,2.051e-05,-2.051e-05
8369,K07332.01,0.933728,8.349e-06,-8.349e-06
4301,K04662.01,0.933729,8.982e-06,-8.982e-06
4096,K04620.01,0.933733,7.516e-06,-7.516e-06
3968,K04315.01,0.933735,7.567e-06,-7.567e-06
7549,K07314.01,0.933736,5.686e-06,-5.686e-06
9104,K08023.01,0.933736,1.344e-05,-1.344e-05
7604,K07323.01,0.933737,1.278e-05,-1.278e-05
8367,K07313.01,0.933737,8.573e-06,-8.573e-06
9036,K08010.01,0.933737,1.202e-05,-1.202e-05
8280,K05801.02,0.933738,1.338e-05,-1.338e-05
9035,K08009.01,0.933739,2.659e-05,-2.659e-05
8267,K07612.01,0.933741,1.273e-05,-1.273e-05
5513,K02391.01,0.933742,3.545e-06,-3.545e-06
9067,K08015.01,0.933744,1.11e-05,-1.11e-05
9305,K08117.01,0.933746,2.348e-06,-2.348e-06
601,K01157.01,0.933746,4.81e-07,-4.81e-07
9167,K08016.01,0.933746,1.436e-05,-1.436e-05
9068,K08017.01,0.933747,1.477e-05,-1.477e-05
582,K01155.01,0.933747,3.11e-07,-3.11e-07
8871,K07610.01,0.933747,5.092e-06,-5.092e-06
2191,K02605.01,0.933747,3.275e-06,-3.275e-06
8671,K07321.01,0.933747,7.388e-06,-7.388e-06
8269,K07614.01,0.933747,1.517e-05,-1.517e-05
8464,K07366.01,0.933747,4.931e-06,-4.931e-06
4191,K04568.01,0.933747,7.711e-06,-7.711e-06
5573,K03987.01,0.933748,2.782e-06,-2.782e-06
9003,K08003.01,0.933749,1.45e-05,-1.45e-05
9066,K08014.01,0.933749,1.467e-05,-1.467e-05
340,K01172.01,0.933749,1.196e-06,-1.196e-06
9105,K08024.01,0.933749,1.745e-05,-1.745e-05
645,K01164.01,0.93375,1.973e-06,-1.973e-06
2525,K02823.01,0.933752,3.621e-06,-3.621e-06
7071,K06220.01,0.933753,8.969e-06,-8.969e-06
5537,K02500.01,0.933755,3.77e-06,-3.77e-06
8368,K07322.01,0.933759,6.05e-06,-6.05e-06
9102,K08021.01,0.93376,1.333e-05,-1.333e-05
9463,K08291.01,0.933761,3.124e-05,-3.124e-05
9100,K08019.01,0.933761,1.429e-05,-1.429e-05
8266,K07611.01,0.933767,1.201e-05,-1.201e-05
4413,K04547.01,0.93377,7.856e-06,-7.856e-06
9101,K08020.01,0.933773,1.207e-05,-1.207e-05
9166,K08008.01,0.933781,1.56e-05,-1.56e-05
4259,K03185.01,0.934182,9.459e-06,-9.459e-06
9037,K08011.01,0.934207,3.5205e-05,-3.5205e-05
4377,K04608.01,0.934793,1.822e-06,-1.822e-06
1454,K01988.01,0.934885,9.1e-07,-9.1e-07
2447,K02726.01,0.934925,3.859e-06,-3.859e-06
7601,K07318.01,0.934926,7.6e-08,-7.6e-08
3907,K04305.01,0.935087,4.071e-06,-4.071e-06
2563,K02753.01,0.935116,2.631e-06,-2.631e-06
3756,K04131.01,0.936752,7.657e-06,-7.657e-06
8303,K07563.01,0.937051,1.317e-05,-1.317e-05
914,K01285.01,0.937406,4.47e-07,-4.47e-07
4927,K07728.01,0.937923,9.473e-06,-9.473e-06
8286,K06541.02,0.938075,1.662e-06,-1.662e-06
1169,K01655.01,0.938467,9.39e-07,-9.39e-07
5334,K03867.01,0.93875,1.155e-06,-1.155e-06
6064,K05076.01,0.938858,1.15e-07,-1.15e-07
8155,K06606.01,0.938905,4.7e-08,-4.7e-08
8916,K06607.01,0.938915,1.156e-05,-1.156e-05
9153,K08243.01,0.939376,2.49e-07,-2.49e-07
7445,K05076.02,0.93974,1.051e-06,-1.051e-06
4937,K07756.01,0.94103,1.583e-05,-1.583e-05
9029,K02170.01,0.941603,9.25e-07,-9.25e-07
3713,K04115.01,0.941841,6.308e-06,-6.308e-06
7938,K07240.01,0.942422,3.5205e-05,-3.5205e-05
4386,K04471.01,0.942998,1.769e-06,-1.769e-06
8112,K07130.01,0.943563,5.088e-05,-5.088e-05
9172,K08038.01,0.943889,1.283e-05,-1.283e-05
9523,K07977.01,0.943937,2.8e-08,-2.8e-08
5898,K05152.01,0.944598,3.196e-06,-3.196e-06
5864,K02953.01,0.945825,3.275e-06,-3.275e-06
3914,K04373.01,0.945829,5.176e-06,-5.176e-06
7890,K07493.01,0.947548,3.841e-05,-3.841e-05
7780,K06299.01,0.947555,4.034e-06,-4.034e-06
5703,K04013.01,0.94773,3.439e-06,-3.439e-06
1190,K01661.01,0.947733,5.39e-07,-5.39e-07
2312,K02846.01,0.947738,4.388e-06,-4.388e-06
9338,K07342.01,0.948086,2.799e-06,-2.799e-06
8835,K06873.01,0.948684,7.304e-06,-7.304e-06
577,K01087.01,0.948951,4.48e-07,-4.48e-07
5246,K03918.01,0.948952,6.24e-07,-6.24e-07
7687,K06670.01,0.948952,1.026e-05,-1.026e-05
7680,K06535.01,0.950487,3.879e-06,-3.879e-06
3922,K04237.01,0.950736,2.789e-06,-2.789e-06
3679,K04171.01,0.952371,2.736e-06,-2.736e-06
3755,K04130.01,0.952375,3.88e-06,-3.88e-06
7945,K07373.01,0.952378,2.98e-07,-2.98e-07
4000,K04183.01,0.952378,5.951e-06,-5.951e-06
7656,K07198.01,0.9533,1.82e-07,-1.82e-07
7011,K06204.01,0.953734,4.49e-07,-4.49e-07
7305,K03207.01,0.954388,3.967e-06,-3.967e-06
4911,K07738.01,0.954873,3.5205e-05,-3.5205e-05
5445,K03888.01,0.955297,8.13e-07,-8.13e-07
4519,K01132.02,0.95707,3.5205e-05,-3.5205e-05
8684,K07020.01,0.957079,3.6e-08,-3.6e-08
7574,K06654.01,0.957476,1.631e-06,-1.631e-06
7963,K06457.01,0.957824,2.16e-07,-2.16e-07
8941,K06284.01,0.958117,2.2e-07,-2.2e-07
8559,K06548.01,0.958871,6.4e-08,-6.4e-08
5802,K01620.01,0.959854,2.78e-06,-2.78e-06
3880,K04228.01,0.960843,4.4e-07,-4.4e-07
3862,K04225.01,0.960844,3.699e-06,-3.699e-06
7839,K06438.01,0.961293,7e-08,-7e-08
8520,K04294.01,0.962591,4.63e-07,-4.63e-07
8196,K04006.02,0.962815,8.16e-06,-8.16e-06
4439,K03223.01,0.962825,3.249e-06,-3.249e-06
2065,K02505.01,0.962827,4.891e-06,-4.891e-06
5639,K04000.01,0.962828,5.439e-06,-5.439e-06
5085,K03499.02,0.962833,7.465e-06,-7.465e-06
4552,K04863.01,0.962835,1.628e-05,-1.628e-05
5368,K03723.01,0.962836,6.77e-07,-6.77e-07
2386,K02716.01,0.962864,2.106e-06,-2.106e-06
8301,K07561.01,0.96392,3.5205e-05,-3.5205e-05
8599,K04683.01,0.967073,8.22e-07,-8.22e-07
3297,K07627.01,0.967428,6.03e-07,-6.03e-07
5478,K01666.01,0.968026,1.011e-06,-1.011e-06
4238,K04562.02,0.968066,6.115e-06,-6.115e-06
4152,K04562.01,0.968071,4.903e-06,-4.903e-06
2107,K02517.01,0.968528,2.958e-06,-2.958e-06
9354,K03106.01,0.968981,6.407e-06,-6.407e-06
4372,K04537.01,0.969603,9.366e-06,-9.366e-06
4613,K04807.01,0.969824,7.595e-06,-7.595e-06
8159,K06741.01,0.970086,5.228e-06,-5.228e-06
3661,K04159.01,0.971916,3.273e-06,-3.273e-06
839,K01453.01,0.971933,2.54e-07,-2.54e-07
3915,K04436.01,0.973161,4.3e-06,-4.3e-06
977,K01234.01,0.973548,1.6e-06,-1.6e-06
5306,K03786.01,0.974303,3.44e-07,-3.44e-07
8743,K07398.01,0.974478,9.6e-08,-9.6e-08
3654,K04025.01,0.974479,3.381e-06,-3.381e-06
468,K01128.01,0.974869,7.66e-07,-7.66e-07
8362,K06649.01,0.977051,2.969e-05,-2.969e-05
